0	0.00025858
6000	0.00022585
9000	0.00023
21000	0.00024673
36000	0.00029715
51000	0.00041647
64000	0.0006526
79000	0.0011423
94000	0.0021429
111000	0.0041624
131000	0.0083051
154000	0.016047
179000	0.028327
209000	0.043435
244000	0.057136
279000	0.067812
319000	0.076692
359000	0.086451
399000	0.098966
439000	0.11987
489000	0.16353
549000	0.27167
599000	0.5297
659000	1.0265
729000	1.3529
799000	1.4295
879000	1.4412
979000	1.4412
1.079e+06	1.4466
1.179e+06	1.4618
1.279e+06	1.4816
1.379e+06	1.5405
1.479e+06	1.601
1.579e+06	2.1073
1.679e+06	2.5613
1.779e+06	2.9786
1.879e+06	3.3019
1.979e+06	3.5067
2.079e+06	3.6441
2.179e+06	3.6828
2.279e+06	3.7038
2.379e+06	3.7079
2.479e+06	3.6978
2.579e+06	3.6937
2.679e+06	3.6881
2.779e+06	3.683
2.879e+06	3.6741
2.979e+06	100000
