0	0.00032
10000	0.00032
22000	0.00034
37000	0.00039
52000	0.0005
65000	0.00073
80000	0.00116
95000	0.00203
112000	0.00374
132000	0.00701
155000	0.01293
180000	0.02182
210000	0.03137
245000	0.0403
280000	0.04775
320000	0.05626
360000	0.06939
400000	0.09014
440000	0.13698
490000	0.25818
550000	0.55871
600000	0.98034
660000	1.13267
730000	1.17502
800000	1.19377
880000	1.2147
980000	1.22527
1.08e+06	1.24674
1.19e+06	1.30836
1.3e+06	1.49968
1.4e+06	1.89385
1.5e+06	2.468
1.6e+06	3.18402
1.7e+06	3.84989
1.8e+06	4.1908
1.9e+06	4.32177
2e+06	4.37388
2.89e+06	500000
